iter	Logloss
322	0.2738329675
323	0.2733560942
324	0.2731299536
325	0.2728295763
326	0.2724639776
327	0.2717121707
328	0.2713769314
329	0.2712482576
330	0.271087832
331	0.2705905765
332	0.2704582073
333	0.2702649798
334	0.2700690209
335	0.2696192058
336	0.2694378375
337	0.2691593336
338	0.2691169672
339	0.2690558434
340	0.268694601
341	0.2683907088
342	0.2682640349
343	0.2678260191
344	0.267309392
345	0.2667828402
346	0.2665228892
347	0.2662102539
348	0.2661310359
349	0.2659843934
350	0.2655787596
351	0.2654595879
352	0.2648312108
353	0.2646859638
354	0.2643275109
355	0.2638938008
356	0.2637812525
357	0.2636788334
358	0.2632863605
359	0.2629994311
360	0.2628936997
361	0.262767873
362	0.2624845757
363	0.2623875405
364	0.2619113822
365	0.2616871593
366	0.2612196505
367	0.260684329
368	0.2600802478
369	0.2596909962
370	0.259248446
371	0.2589751612
372	0.2586015667
373	0.2581815846
374	0.2580328892
375	0.2578526434
376	0.2577261154
377	0.2576036854
378	0.2572976218
379	0.256914071
380	0.2567293778
381	0.2566219952
382	0.2563140365
383	0.2561404225
384	0.2559573313
385	0.2557636125
386	0.2556870062
387	0.2554875659
388	0.2553241516
389	0.2550504609
390	0.2547912062
391	0.2546874017
392	0.2544390501
393	0.2538409008
394	0.2535119059
395	0.252743797
396	0.2522981944
397	0.2519179304
398	0.2516510955
399	0.2514614339
400	0.2511930353
401	0.2509429019
402	0.2506829021
403	0.2504446215
404	0.2500561036
405	0.2498620629
406	0.2496196489
407	0.2494151512
408	0.2488655532
409	0.2487971598
410	0.2486573237
411	0.2483929632
412	0.2481282235
413	0.2480422619
414	0.2475867258
415	0.2472440604
416	0.246584623
417	0.246109757
418	0.245709932
419	0.2452211873
420	0.2449524824
421	0.2449342588
422	0.2447954427
423	0.2446914454
424	0.2445022723
425	0.2443190594
426	0.2441648869
427	0.2436489151
428	0.2435088212
429	0.2431700039
430	0.2430253803
431	0.2427451825
432	0.2423219655
433	0.2420766066
434	0.2419828259
435	0.2418306184
436	0.2417233671
437	0.2415859777
438	0.2411150117
439	0.2409767252
440	0.2408861821
441	0.2406744018
442	0.2404671407
443	0.2404033702
444	0.2398866075
445	0.2395698056
446	0.2394686707
447	0.239341709
448	0.2388260288
449	0.2383715875
450	0.2382762613
451	0.2378040052
452	0.2375346982
453	0.2372870838
454	0.2368736359
455	0.2364156239
456	0.2361225607
457	0.2358950781
458	0.2355486774
459	0.2354582858
460	0.2352396947
461	0.2344511563
462	0.2337388543
463	0.2333415177
464	0.2332121626
465	0.2330165689
466	0.2329339031
467	0.2327561006
468	0.2325307371
469	0.232447169
470	0.2322756971
471	0.2320880104
472	0.2319830432
473	0.2315645831
474	0.2315428574
475	0.231227833
476	0.2308647519
477	0.230465019
478	0.2302721196
479	0.2299495298
480	0.2298059472
481	0.2296117559
482	0.2295036673
483	0.2293393417
484	0.2291321903
485	0.2288270575
486	0.2287037743
487	0.228273252
488	0.2280899845
489	0.2279968263
490	0.227797103
491	0.2276821774
492	0.2272582387
493	0.2271807222
494	0.2267847088
495	0.2265533933
496	0.2264464678
497	0.2262214125
498	0.2260109438
499	0.2258101738
